"corpus","user/arcady/selected_czech_statutes___2020_3"
"subcorpus","-"
Item,Frequency,Relative frequency
"osoba",9358,5999.74867
"soud",7101,4552.70521
"řízení",7070,4532.83000
"rozhodnutí",6704,4298.17430
"právo",6686,4286.63386
"zákon",6476,4151.99534
"den",5357,3434.56440
"daň",5280,3385.19694
"věc",4859,3115.27878
"odstavec",4830,3096.68584
"orgán",4389,2813.94496
"odsta",4246,2722.26254
"návrh",3924,2515.81682
"doba",3922,2514.53455
"smlouva",3263,2092.02607
"společnost",3253,2085.61471
"povinnost",3216,2061.89268
"předpis",3190,2045.22315
"výkon",3042,1950.33506
"ustanovení",2828,1813.13200
"správce",2742,1757.99432
"případ",2728,1749.01842
"stát",2606,1670.79986
"území",2561,1641.94875
"lhůta",2556,1638.74307
"činnost",2522,1616.94445
"účel",2379,1525.26203
"pobyt",2347,1504.74569
"údaj",2338,1498.97547
"majetek",2337,1498.33433
"zaměstnanec",2331,1494.48751
"člen",2304,1477.17685
"úřad",2263,1450.89028
"podmínka",2222,1424.60371
"plnění",2210,1416.91008
"pohledávka",2198,1409.21646
"změna",2144,1374.59512
"důvod",2127,1363.69581
"žádost",2075,1330.35675
"cizinec",2074,1329.71562
"čin",2040,1307.91700
"účastník",2033,1303.42905
"základ",2018,1293.81201
"způsob",1982,1270.73113
"výše",1982,1270.73113
"věřitel",1874,1201.48846
"jednání",1872,1200.20619
"část",1868,1197.64165
"republika",1767,1132.88693
"léto",1749,1121.34649
"příjem",1677,1075.18471
"služba",1670,1070.69676
"zástupce",1613,1034.15202
"obec",1596,1023.25271
"zápis",1596,1023.25271
"usnesení",1587,1017.48249
"dlužník",1563,1002.09523
"náklad",1559,999.53069
"trest",1548,992.47819
"povolení",1546,991.19592
"místo",1528,979.65548
"práce",1510,968.11504
"stavba",1488,954.01005
"doklad",1482,950.16323
"měsíc",1455,932.85257
"rozsah",1427,914.90077
"písmo",1416,907.84827
"souhlas",1385,887.97306
"vydání",1380,884.76738
"ministerstvo",1340,859.12195
"náhrada",1330,852.71059
"podání",1327,850.78719
"společník",1317,844.37583
"opatření",1305,836.68220
"zaměstnavatel",1297,831.55311
"ochrana",1261,808.47222
"podíl",1257,805.90768
"dítě",1253,803.34314
"svoboda",1224,784.75020
"skutečnost",1184,759.10477
"listina",1180,756.54023
"období",1171,750.77000
"rok",1167,748.20546
"úkon",1166,747.56433
"hodnota",1165,746.92319
"rejstřík",1158,742.43524
"moc",1149,736.66502
"částka",1140,730.89479
"zadavatel",1128,723.20117
"unie",1121,718.71321
"správa",1104,707.81391
"předmět",1103,707.17277
"odnětí",1094,701.40255
"družstvo",1069,685.37415
"zajištění",1053,675.11598
"prostředek",1048,671.91030
"cena",1038,665.49894
"škoda",1034,662.93440
"poplatník",1015,650.75282
"rada",1014,650.11169
"jméno",1009,646.90601
"znění",1001,641.77692
"zboží",970,621.90171
"zrušení",943,604.59105
"korporace",940,602.66764
"senát",931,596.89742
"plátce",927,594.33287
"sídlo",926,593.69174
"poměr",926,593.69174
"zájem",925,593.05060
"prohlášení",915,586.63924
"akcie",908,582.15129
"vlastník",906,580.86902
"informace",904,579.58675
"zahájení",902,578.30448
"manžel",895,573.81653
"předseda",893,572.53426
"zařízení",886,568.04631
"dohoda",886,568.04631
"postup",885,567.40517
"forma",869,557.14700
"strana",844,541.11860
"rozdělení",838,537.27179
"dílo",821,526.37248
"provedení",819,525.09021
"odvolání",813,521.24339
"pachatel",806,516.75544
"oznámení",796,510.34408
"papír",796,510.34408
"řád",795,509.70295
"seznam",789,505.85613
"přestupek",787,504.57386
"výdaj",780,500.08591
"hromada",757,485.33979
"funkce",748,479.56957
"notář",747,478.92843
"přeměna",746,478.28730
"účinek",741,475.08162
"kapitál",734,470.59367
"stav",732,469.31139
"plán",724,464.18231
"datum",723,463.54117
"díl",717,459.69436
"nárok",714,457.77095
"jmění",709,454.56527
"zpráva",704,451.35959
"platnost",699,448.15391
"nařízení",694,444.94823
"písemnost",694,444.94823
"zakázka",683,437.89574
"působnost",682,437.25461
"odklad",682,437.25461
"uplynutí",679,435.33120
"pozemek",674,432.12552
"odměna",672,430.84325
"dluh",670,429.56098
"oprávnění",665,426.35530
"evidence",660,423.14962
"systém",660,423.14962
"újma",660,423.14962
"fúze",659,422.50848
"občan",659,422.50848
"obsah",651,417.37940
"podstata",645,413.53258
"číslo",644,412.89145
"výjimka",633,405.83895
"exekutor",631,404.55668
"doručení",629,403.27441
"záznam",627,401.99214
"závod",627,401.99214
"účet",627,401.99214
"okolnost",617,395.58078
"obviněný",616,394.93964
"splnění",608,389.81056
"vklad",606,388.52829
"zákaz",606,388.52829
"hlava",603,386.60488
"skupina",595,381.47579
"vztah",595,381.47579
"exekuce",594,380.83466
"počet",593,380.19352
"mzda",590,378.27011
"nabytí",588,376.98784
"žaloba",586,375.70557
"určení",585,375.06443
"fond",583,373.78216
"odst",583,373.78216
"pojištění",582,373.14103
"prospěch",573,367.37080
"schůze",571,366.08853
"povaha",570,365.44740
"převod",567,363.52399
"účast",553,354.54809
"pozůstalost",552,353.90695
"zdraví",552,353.90695
"komora",550,352.62468
"nabídka",545,349.41900
"příkaz",544,348.77787
"průběh",539,345.57219
"adresa",534,342.36651
"rozsudek",533,341.72537
"poskytnutí",533,341.72537
"péče",532,341.08424
"schválení",528,338.51969
"dědic",522,334.67288
"náležitost",521,334.03174
"námitka",516,330.82606
"policie",512,328.26152
"dokumentace",512,328.26152
"vliv",508,325.69698
"souvislost",507,325.05584
"stanova",505,323.77357
"akcionář",503,322.49130
"příjmení",501,321.20903
"obvod",499,319.92676
"stanovisko",498,319.28562
"druh",496,318.00335
"prodej",496,318.00335
"závazek",489,313.51540
"projekt",488,312.87426
"vznik",486,311.59199
"označení",481,308.38631
"zánik",480,307.74518
"písma",480,307.74518
"úhrada",479,307.10404
"uzavření",478,306.46291
"oddíl",475,304.53950
"výsledek",474,303.89836
"rozpor",472,302.61609
"úpadek",469,300.69268
"protokol",468,300.05155
"podnikatel",468,300.05155
"dodavatel",459,294.28133
"subjekt",456,292.35792
"smrt",454,291.07565
"věta",453,290.43451
"stupeň",453,290.43451
"důkaz",450,288.51110
"opatrovník",450,288.51110
"zastupitelstvo",448,287.22883
"soulad",446,285.94656
"znalec",445,285.30542
"soudce",443,284.02315
"porušení",440,282.09975
"organizace",439,281.45861
"výzva",439,281.45861
"navrhovatel",439,281.45861
"účinnost",437,280.17634
"trvání",435,278.89407
"zákoník",429,275.04725
"zůstavitel",426,273.12384
"oprava",425,272.48271
"odpočet",424,271.84157
"režim",424,271.84157
"požadavek",424,271.84157
"součást",423,271.20044
"spis",420,269.27703
"úprava",414,265.43021
"byt",413,264.78908
"omezení",411,263.50681
"rozvoj",411,263.50681
"zvýšení",407,260.94226
"rodič",406,260.30113
"stížnost",403,258.37772
"komise",402,257.73659
"důsledek",401,257.09545
"projednání",398,255.17204
"ukončení",395,253.24864
"příslušník",394,252.60750
"oddlužení",393,251.96636
"rámec",392,251.32523
"pokuta",388,248.76068
"bydliště",384,246.19614
"skončení",383,245.55501
"pořízení",380,243.63160
"přijetí",376,241.06706
"přiznání",374,239.78478
"stíhání",373,239.14365
"výbor",373,239.14365
"kontrola",373,239.14365
"způsobilost",371,237.86138
"snížení",366,234.65570
"spolek",365,234.01456
"podklad",365,234.01456
"kvalifikace",360,230.80888
"průkaz",360,230.80888
"vzdělání",359,230.16775
"užívání",359,230.16775
"bezpečnost",359,230.16775
"karta",359,230.16775
"sazba",357,228.88548
"výrok",357,228.88548
"ztráta",356,228.24434
"záměr",356,228.24434
"vyhláška",356,228.24434
"jednotka",356,228.24434
"vada",356,228.24434
"postavení",352,225.67980
"potvrzení",351,225.03866
"žadatel",351,225.03866
"posouzení",348,223.11525
"použití",348,223.11525
"dodání",348,223.11525
"potřeba",347,222.47412
"dražba",347,222.47412
"živnost",346,221.83298
"provádění",342,219.26844
"svědek",342,219.26844
"nájem",340,217.98617
"zasedání",339,217.34503
"odpovědnost",338,216.70390
"podnikání",338,216.70390
"úschova",336,215.42162
"příslušnost",332,212.85708
"poskytování",331,212.21594
"soutěž",326,209.01027
"zastavení",325,208.36913
"obor",325,208.36913
"následek",325,208.36913
"manželství",323,207.08686
"nájemce",321,205.80459
"záloha",318,203.88118
"řešení",318,203.88118
"podpis",315,201.95777
"vrácení",315,201.95777
"stanovení",314,201.31664
"oblast",313,200.67550
"přístup",312,200.03436
"posudek",310,198.75209
"zjištění",309,198.11096
"prostředí",309,198.11096
"příloha",309,198.11096
"úplata",309,198.11096
"příspěvek",307,196.82869
"vízo",306,196.18755
"trh",306,196.18755
"rozhodování",305,195.54641
"vazba",305,195.54641
"představenstvo",301,192.98187
"uvedení",301,192.98187
"možnost",301,192.98187
"tuzemsko",301,192.98187
"prostor",299,191.69960
"člověk",298,191.05846
"volba",297,190.41733
"úrok",296,189.77619
"udělení",295,189.13506
"zaměstnání",295,189.13506
"pojistné",290,185.92938
"provozování",290,185.92938
"nebezpečí",290,185.92938
"narození",290,185.92938
"držitel",289,185.28824
"výslech",289,185.28824
"vstup",286,183.36483
"rozdíl",285,182.72370
"neplatnost",285,182.72370
"uspokojení",284,182.08256
"život",284,182.08256
"poškozený",283,181.44143
"směrnice",283,181.44143
"vyjádření",283,181.44143
"povolání",282,180.80029
"vůle",282,180.80029
"název",280,179.51802
"likvidace",278,178.23575
"osvědčení",275,176.31234
"list",275,176.31234
"plat",274,175.67121
"vlastnictví",274,175.67121
"uplatnění",271,173.74780
"podoba",270,173.10666
"zisk",269,172.46553
"výpověď",268,171.82439
"pravidlo",266,170.54212
"vyhotovení",265,169.90098
"vyhoštění",263,168.61871
"složka",261,167.33644
"okamžik",261,167.33644
"písmeno",260,166.69530
"ručení",260,166.69530
"dům",259,166.05417
"poskytovatel",258,165.41303
"převzetí",257,164.77190
"provoz",256,164.13076
"příjemce",252,161.56622
"soupis",251,160.92508
"prodlení",251,160.92508
"vyloučení",251,160.92508
"vláda",251,160.92508
"konkurs",250,160.28395
"zásada",250,160.28395
"závěrka",249,159.64281
"uložení",248,159.00167
"hlas",246,157.71940
"obhájce",246,157.71940
"zahraničí",244,156.43713
"spotřebitel",244,156.43713
"přihláška",244,156.43713
"totožnost",243,155.79600
"cesta",243,155.79600
"úkol",243,155.79600
"spor",243,155.79600
"pravomoc",242,155.15486
"banka",242,155.15486
"pořadí",241,154.51372
"sloučení",240,153.87259
"hodina",239,153.23145
"srážka",239,153.23145
"program",239,153.23145
"jistota",238,152.59032
"záležitost",237,151.94918
"praxe",237,151.94918
"užití",237,151.94918
"ústav",236,151.30805
"opis",235,150.66691
"příprava",234,150.02577
"osvojení",234,150.02577
"katastr",232,148.74350
"provozovna",230,147.46123
"dovolená",230,147.46123
"výpis",230,147.46123
"ujednání",230,147.46123
"výhrada",228,146.17896
"hranice",227,145.53782
"obnova",227,145.53782
"nemovitost",226,144.89669
"pododdíl",226,144.89669
"rodina",223,142.97328
"vedení",223,142.97328
"propadnutí",223,142.97328
"dědictví",223,142.97328
"zdroj",222,142.33214
"využití",222,142.33214
"zpeněžení",222,142.33214
"výnos",221,141.69101
"odstranění",220,141.04987
"kandidát",220,141.04987
"parlament",219,140.40874
"spáchání",219,140.40874
"nadace",218,139.76760
"zkouška",218,139.76760
"uveřejnění",218,139.76760
"společenství",217,139.12647
"pronajímatel",217,139.12647
"ohled",214,137.20306
"vízum",214,137.20306
"licence",213,136.56192
"nástupce",212,135.92079
"přeprava",212,135.92079
"odkaz",211,135.27965
"prohlídka",211,135.27965
"pojistitel",211,135.27965
"svéprávnost",210,134.63851
"prezident",210,134.63851
"autor",210,134.63851
"konání",209,133.99738
"závěť",207,132.71511
"peníze",205,131.43284
"jazyk",205,131.43284
"úmysl",204,130.79170
"členství",203,130.15056
"dohled",203,130.15056
"zástava",203,130.15056
"účetnictví",202,129.50943
"hlasování",201,128.86829
"ocenění",201,128.86829
"vina",200,128.22716
"odsouzený",199,127.58602
"ohrožení",198,126.94489
"pomoc",197,126.30375
"dokument",197,126.30375
"výroba",196,125.66261
"žalobce",196,125.66261
"doplnění",195,125.02148
"vypořádání",195,125.02148
"prodloužení",195,125.02148
"výdělek",194,124.38034
"konec",193,123.73921
"město",193,123.73921
"zpracování",193,123.73921
"škola",191,122.45693
"kraj",190,121.81580
"dosažení",189,121.17466
"přerušení",189,121.17466
"podpora",188,120.53353
"nástroj",188,120.53353
"pořádek",188,120.53353
"soutěžitel",187,119.89239
"výrobek",187,119.89239
"náprava",187,119.89239
"sleva",185,118.61012
"uživatel",184,117.96898
"bod",184,117.96898
"pořizovatel",184,117.96898
"spojení",182,116.68671
"vycestování",182,116.68671
"delegát",182,116.68671
"veřejnost",181,116.04558
"stavebník",180,115.40444
"obohacení",180,115.40444
"celek",180,115.40444
"zastoupení",179,114.76331
"vývoj",179,114.76331
"provozovatel",177,113.48103
"zveřejnění",177,113.48103
"sdělení",176,112.83990
"osvobození",176,112.83990
"poučení",176,112.83990
"doručování",176,112.83990
"výměna",176,112.83990
"registrace",176,112.83990
"domácnost",176,112.83990
"kupující",175,112.19876
"odůvodnění",175,112.19876
"předpoklad",173,110.91649
"věk",172,110.27535
"otázka",172,110.27535
"platba",171,109.63422
"jiný",170,108.99308
"přechod",170,108.99308
"předložení",170,108.99308
"dovolání",170,108.99308
"spoluvlastník",169,108.35195
"překážka",169,108.35195
"zmocněnec",169,108.35195
"cizina",168,107.71081
"podnět",168,107.71081
"nabyvatel",167,107.06968
"položka",165,105.78740
"skutek",165,105.78740
"líčení",165,105.78740
"stejnopis",164,105.14627
"součinnost",163,104.50513
"šetření",163,104.50513
"rozmnoženina",163,104.50513
"vozidlo",162,103.86400
"postižení",160,102.58173
"ubytování",160,102.58173
"sbírka",160,102.58173
"nositel",159,101.94059
"zřetel",159,101.94059
"látka",159,101.94059
"většina",158,101.29945
"úmrtí",158,101.29945
"výzkum",157,100.65832
"uskutečnění",157,100.65832
"styk",157,100.65832
"umístění",156,100.01718
"mlčenlivost",155,99.37605
"záruka",154,98.73491
"pokyn",154,98.73491
"občanství",154,98.73491
"výtěžek",153,98.09378
"odstum",152,97.45264
"zřízení",152,97.45264
"nedoplatek",152,97.45264
"pochybnost",151,96.81150
"zem",150,96.17037
"deska",149,95.52923
"koncese",149,95.52923
"nedostatek",149,95.52923
"zaplacení",149,95.52923
"cíl",148,94.88810
"nález",147,94.24696
"požádání",147,94.24696
"reorganizace",146,93.60582
"zvíře",146,93.60582
"poplatek",145,92.96469
"dodávka",144,92.32355
"kopie",144,92.32355
"přezkoumání",144,92.32355
"zásilka",143,91.68242
"titul",143,91.68242
"týden",143,91.68242
"koupě",142,91.04128
"vyhlášení",142,91.04128
"instituce",142,91.04128
"soubor",142,91.04128
"nakládání",141,90.40015
"tvrzení",141,90.40015
"odmítnutí",141,90.40015
"rezident",141,90.40015
"obchod",141,90.40015
"výplata",141,90.40015
"materiál",141,90.40015
"čas",140,89.75901
"adresát",140,89.75901
"kurs",140,89.75901
"rozpočet",139,89.11787
"důchod",139,89.11787
"jiné",137,87.83560
"prostora",137,87.83560
"doprava",136,87.19447
"dozor",136,87.19447
"zásah",135,86.55333
"zakladatel",135,86.55333
"vyrozumění",135,86.55333
"síť",135,86.55333
"koncipient",134,85.91220
"síla",134,85.91220
"míra",134,85.91220
"předání",134,85.91220
"spoluvlastnictví",134,85.91220
"ruka",133,85.27106
"událost",133,85.27106
"ohlášení",132,84.62992
"likvidátor",132,84.62992
"zákazník",131,83.98879
"popis",131,83.98879
"obecná",131,83.98879
"význam",130,83.34765
"příslušenství",130,83.34765
"vyúčtování",129,82.70652
"dokazování",129,82.70652
"obžalovaný",129,82.70652
"zbytek",128,82.06538
"vysvětlení",128,82.06538
"nemoc",128,82.06538
"advokát",127,81.42424
"kritérion",127,81.42424
"odeslání",127,81.42424
"hospodaření",127,81.42424
"hledisko",126,80.78311
"nedbalost",126,80.78311
"obrana",125,80.14197
"firma",125,80.14197
"příklep",124,79.50084
"dovoz",124,79.50084
"pojišťovna",124,79.50084
"jmenování",123,78.85970
"délka",123,78.85970
"zabezpečení",123,78.85970
"odpisování",123,78.85970
"odpis",123,78.85970
"shromáždění",122,78.21857
"zadání",122,78.21857
"odstoupení",121,77.57743
"plocha",121,77.57743
"vyhodnocení",121,77.57743
"měna",121,77.57743
"prokázání",121,77.57743
"pracoviště",121,77.57743
"hodnocení",121,77.57743
"politika",120,76.93629
"výpočet",120,76.93629
"budova",119,76.29516
"léčení",119,76.29516
"obžaloba",119,76.29516
"mládež",118,75.65402
"přítomnost",118,75.65402
"propuštění",118,75.65402
"objednatel",117,75.01289
"poškození",117,75.01289
"vnitro",117,75.01289
"schránka",116,74.37175
"majitel",116,74.37175
"přeplatek",116,74.37175
"komunikace",115,73.73062
"přemístění",115,73.73062
"doložka",115,73.73062
"nezletilý",114,73.08948
"vydražitel",114,73.08948
"výběr",114,73.08948
"tlumočník",114,73.08948
"zařazení",114,73.08948
"aktualizace",113,72.44834
"správka",113,72.44834
"nosič",113,72.44834
"postoupení",113,72.44834
"bydlení",112,71.80721
"výchova",112,71.80721
"sněmovna",111,71.16607
"ověření",111,71.16607
"násilí",111,71.16607
"vysílání",111,71.16607
"stránka",111,71.16607
"mrtvý",110,70.52494
"pracovník",109,69.88380
"riziko",109,69.88380
"dělo",109,69.88380
"spolupráce",109,69.88380
"úředník",109,69.88380
"počátek",109,69.88380
"placení",109,69.88380
"uznání",108,69.24266
"hlášení",107,68.60153
"vedoucí",107,68.60153
"připomínka",107,68.60153
"zájezd",107,68.60153
"znak",107,68.60153
"zůstatek",106,67.96039
"osvojitel",106,67.96039
"pokračování",106,67.96039
"obyvatel",106,67.96039
"splatnost",106,67.96039
"zhodnocení",105,67.31926
"posuzování",105,67.31926
"vykonatelnost",105,67.31926
"pověření",104,66.67812
"výstavba",103,66.03699
"detence",103,66.03699
"započtení",103,66.03699
"pojistník",103,66.03699
"rozvrh",102,65.39585
"úvěr",102,65.39585
"splátka",101,64.75471
"pobočka",101,64.75471
"závěr",101,64.75471
"uplatňování",100,64.11358
"sbor",100,64.11358
"písm",100,64.11358
"poslanec",99,63.47244
"zadávání",99,63.47244
"víra",99,63.47244
"tělovýchova",98,62.83131
"náhradník",98,62.83131
"popření",98,62.83131
"dopravce",98,62.83131
"zastupování",97,62.19017
"partnerství",97,62.19017
"svolání",97,62.19017
"úraz",97,62.19017
"podnik",97,62.19017
"přihlédnutí",97,62.19017
"vzdělávání",96,61.54904
"registr",96,61.54904
"zhotovitel",96,61.54904
"schopnost",95,60.90790
"ústava",95,60.90790
"osvojenec",95,60.90790
"školství",95,60.90790
"dluhopis",95,60.90790
"projev",95,60.90790
"výživné",95,60.90790
"nájemné",95,60.90790
"zvýhodnění",94,60.26676
"starosta",94,60.26676
"jednatel",94,60.26676
"držba",93,59.62563
"plánování",93,59.62563
"formulář",92,58.98449
"zbraň",92,58.98449
"polovina",92,58.98449
"identifikace",92,58.98449
"výrobce",92,58.98449
"dávka",92,58.98449
"termín",92,58.98449
"úhrn",91,58.34336
"kategorie",91,58.34336
"názor",90,57.70222
"spravedlnost",89,57.06108
"dar",89,57.06108
"výživa",89,57.06108
"součet",88,56.41995
"zaměstnanost",88,56.41995
"sdružení",88,56.41995
"obydlí",87,55.77881
"odvětví",87,55.77881
"obchodování",87,55.77881
"příplatek",87,55.77881
"situace",87,55.77881
"obchodník",87,55.77881
"poručník",87,55.77881
"zaměstnankyně",86,55.13768
"existence",86,55.13768
"slovo",85,54.49654
"třetina",85,54.49654
"založení",85,54.49654
"vymezení",85,54.49654
"senátor",85,54.49654
"razítko",84,53.85541
"inspektor",84,53.85541
"financování",84,53.85541
"ministr",84,53.85541
"referendum",83,53.21427
"auditor",83,53.21427
"studio",83,53.21427
"výmaz",83,53.21427
"svazek",83,53.21427
"narovnání",83,53.21427
"pozvánka",83,53.21427
"služebnost",83,53.21427
"pořadatel",83,53.21427
"správnost",82,52.57313
"závažnost",82,52.57313
"směna",82,52.57313
"opatrovanec",82,52.57313
"odkazovník",82,52.57313
"potrestání",81,51.93200
"udržení",81,51.93200
"složení",81,51.93200
"přístroj",81,51.93200
"běh",81,51.93200
"partner",81,51.93200
"peníz",80,51.29086
"zločin",80,51.29086
"předvolání",80,51.29086
"odsouzení",79,50.64973
"zamítnutí",79,50.64973
"neúčinnost",79,50.64973
"soudnictví",79,50.64973
"infrastruktura",79,50.64973
"výhoda",79,50.64973
"upozornění",79,50.64973
"rozkaz",78,50.00859
"odpad",78,50.00859
"matka",78,50.00859
"rozvod",77,49.36746
"zmeškání",77,49.36746
"mez",77,49.36746
"strpění",76,48.72632
"okres",76,48.72632
"originál",76,48.72632
"pravost",76,48.72632
"dno",76,48.72632
"voda",76,48.72632
"zdanění",75,48.08518
"vyslovení",75,48.08518
"stravné",75,48.08518
"otisk",75,48.08518
"úroveň",75,48.08518
"samospráva",74,47.44405
"komplementář",73,46.80291
"moratorium",73,46.80291
"neschopnost",73,46.80291
"zpětvzetí",73,46.80291
"statut",73,46.80291
"investování",72,46.16178
"doplatek",72,46.16178
"chování",72,46.16178
"shoda",72,46.16178
"zneužití",72,46.16178
"břemeno",71,45.52064
"závada",71,45.52064
"ředitel",71,45.52064
"vykonavatel",71,45.52064
"metoda",71,45.52064
"žena",71,45.52064
"otcovství",71,45.52064
"poznámka",71,45.52064
"držení",70,44.87950
"komisař",70,44.87950
"žalovaný",70,44.87950
"rekvalifikace",70,44.87950
"věznice",70,44.87950
"leasing",70,44.87950
"rozhodčí",70,44.87950
"protiplnění",70,44.87950
"útok",69,44.23837
"pojištěný",69,44.23837
"kód",69,44.23837
"dorovnání",69,44.23837
"upuštění",69,44.23837
"odložení",69,44.23837
"uznávání",69,44.23837
"prezidium",68,43.59723
"akce",68,43.59723
"složitel",68,43.59723
"certifikát",68,43.59723
"vlastnost",68,43.59723
"potřebné",67,42.95610
"odštěpení",67,42.95610
"užitek",67,42.95610
"umělec",67,42.95610
"nesplnění",67,42.95610
"porucha",67,42.95610
"odevzdání",66,42.31496
"zastupitelství",66,42.31496
"pozastavení",66,42.31496
"výměr",66,42.31496
"řada",66,42.31496
"převedení",66,42.31496
"původ",66,42.31496
"příkazce",65,41.67383
"objasnění",65,41.67383
"potomek",65,41.67383
"kniha",65,41.67383
"objekt",65,41.67383
"norma",64,41.03269
"pořizování",64,41.03269
"vydávání",64,41.03269
"oceňování",64,41.03269
"struktura",64,41.03269
"obdržení",64,41.03269
"soužití",64,41.03269
"komanditista",64,41.03269
"obrat",64,41.03269
"emitent",63,40.39155
"pacht",63,40.39155
"ručitel",63,40.39155
"vyšetřování",63,40.39155
"vývoz",63,40.39155
"sankce",63,40.39155
"prominutí",63,40.39155
"pokus",63,40.39155
"prosinec",62,39.75042
"množství",62,39.75042
"plénum",62,39.75042
"výstavce",62,39.75042
"charakter",62,39.75042
"vymáhání",62,39.75042
"přikázání",62,39.75042
"stěžovatel",61,39.10928
"obtíž",61,39.10928
"prostředník",61,39.10928
"leden",61,39.10928
"obava",61,39.10928
"terorismus",61,39.10928
"voják",60,38.46815
"rozvaha",60,38.46815
"slib",60,38.46815
"splacení",60,38.46815
"otec",60,38.46815
"praha",60,38.46815
"databáze",59,37.82701
"zúčtování",59,37.82701
"čtvrtá",59,37.82701
"znalost",59,37.82701
"třída",59,37.82701
"místnost",59,37.82701
"asistent",59,37.82701
"smysl",59,37.82701
"lékař",59,37.82701
"škůdce",58,37.18588
"vyznačení",58,37.18588
"zjišťování",58,37.18588
"závislost",58,37.18588
"přenos",58,37.18588
"jistina",58,37.18588
"rezerva",58,37.18588
"zabrání",58,37.18588
"odepření",58,37.18588
"zachování",57,36.54474
"pas",57,36.54474
"příčina",57,36.54474
"účetní",57,36.54474
"dokončení",57,36.54474
"fotografia",57,36.54474
"překlad",57,36.54474
"věstník",57,36.54474
"dražitel",57,36.54474
"tajemství",57,36.54474
"dodržování",56,35.90360
"hmota",56,35.90360
"údržba",56,35.90360
"schovatel",56,35.90360
"vyklizení",56,35.90360
"smír",56,35.90360
"vzhled",56,35.90360
"pomůcka",56,35.90360
"vězení",56,35.90360
"pohlaví",55,35.26247
"oběh",55,35.26247
"volno",54,34.62133
"operát",54,34.62133
"zavinění",54,34.62133
"euro",54,34.62133
"nahrazení",54,34.62133
"dožádání",54,34.62133
"zadržení",54,34.62133
"přezkum",54,34.62133
"získání",53,33.98020
"zlato",53,33.98020
"výměra",53,33.98020
"příroda",53,33.98020
"onemocnění",53,33.98020
"zápůjčka",53,33.98020
"obnovení",53,33.98020
"sazebník",53,33.98020
"pachtýř",53,33.98020
"útvar",52,33.33906
"plyn",52,33.33906
"vyvěšení",52,33.33906
"úvaha",52,33.33906
"finance",52,33.33906
"samosoudce",51,32.69793
"plod",51,32.69793
"dárce",51,32.69793
"průvoz",51,32.69793
"nepřítomnost",51,32.69793
"podrobnost",51,32.69793
"nouze",51,32.69793
"imunita",51,32.69793
"odhad",51,32.69793
"vyplacení",51,32.69793
"ukládání",50,32.05679
"kurz",50,32.05679
"vybavení",50,32.05679
"agentura",50,32.05679
"bonus",50,32.05679
"splynutí",50,32.05679
"investice",50,32.05679
"přehled",50,32.05679
"nesprávnost",50,32.05679
"obal",50,32.05679
"soustava",50,32.05679
"obhajoba",50,32.05679
"výstup",50,32.05679
"ohledání",49,31.41565
"beneficient",49,31.41565
"pasivum",49,31.41565
"přistoupení",49,31.41565
"přidělení",49,31.41565
"spotřeba",49,31.41565
"zničení",49,31.41565
"ústředí",49,31.41565
"kalendář",48,30.77452
"sepsání",48,30.77452
"pozůstalý",48,30.77452
"krize",48,30.77452
"akreditiv",48,30.77452
"přiměřenost",48,30.77452
"neprospěch",48,30.77452
"vyžádání",48,30.77452
"nástup",48,30.77452
"vzdání",48,30.77452
"zjednání",48,30.77452
"spoření",48,30.77452
"přenesení",48,30.77452
"vystoupení",48,30.77452
"svolení",48,30.77452
"výsada",48,30.77452
"tiskopis",47,30.13338
"koeficient",47,30.13338
"zapisovatel",47,30.13338
"příbuzný",47,30.13338
"omyl",47,30.13338
"provize",47,30.13338
"zmatečnost",47,30.13338
"reklama",47,30.13338
"inspekce",47,30.13338
"oddělení",47,30.13338
"dopad",47,30.13338
"přijímání",47,30.13338
"vystavení",46,29.49225
"formát",46,29.49225
"okruh",46,29.49225
"nákup",46,29.49225
"sledování",46,29.49225
"prostřednictví",46,29.49225
"akreditace",46,29.49225
"vzorek",46,29.49225
"projednávání",46,29.49225
"letadlo",46,29.49225
"vyrovnání",45,28.85111
"notár",45,28.85111
"tvorba",45,28.85111
"let",45,28.85111
"zacházení",45,28.85111
"ublížení",45,28.85111
"zavedení",45,28.85111
"limit",45,28.85111
"prvek",45,28.85111
"nahlédnutí",45,28.85111
"hra",45,28.85111
"uspořádání",45,28.85111
"kancelář",45,28.85111
"odvolatel",45,28.85111
"podezření",45,28.85111
"rozštěpení",45,28.85111
"porada",45,28.85111
"vyznání",45,28.85111
"oběť",45,28.85111
"červen",45,28.85111
"technologie",45,28.85111
"využívání",45,28.85111
"odstupné",44,28.20997
"poukaz",44,28.20997
"bezúhonnost",44,28.20997
"památka",44,28.20997
"provinění",44,28.20997
"vědomí",44,28.20997
"roveň",44,28.20997
"známka",44,28.20997
"odpor",44,28.20997
"ruch",44,28.20997
"pozice",43,27.56884
"zvyklost",43,27.56884
"realizace",43,27.56884
"nahlížení",43,27.56884
"souhrn",43,27.56884
"stroj",43,27.56884
"cestující",43,27.56884
"navrácení",43,27.56884
"těhotenství",42,26.92770
"uskutečňování",42,26.92770
"osobnost",42,26.92770
"asistence",42,26.92770
"pátá",42,26.92770
"hnutí",42,26.92770
"předvedení",42,26.92770
"vyřízení",42,26.92770
"operace",42,26.92770
"používání",42,26.92770
